n|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
85|367|dataset|2023-03-21|שערים ממוצעים לכל המטבעות היציגים - 2001|bank_israel|No|NA|1|6|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||שערים ממוצעים לכל המטבעות היציגים - 2001
86|371|dataset|2023-03-21|הריבית הממוצעת על משכנתאות צמודות למדד ומחשבון לחישוב עמלת פירעון מוקדם|bank_israel|No|NA|1|6|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||הריבית הממוצעת על משכנתאות צמודות למדד ומחשבון לחישוב עמלת פירעון מוקדם.
87|374|dataset|2023-03-21|הריבית הקבועה הממוצעת על משכנתאות במיגזר השיקלי הלא-צמוד|bank_israel|No|NA|1|6|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||הריבית הקבועה הממוצעת על משכנתאות במיגזר השיקלי הלא-צמוד.
88|375|dataset|2023-03-21|רשימת תאגידים בנקאיים בישראל - כתובות וקישורים|bank_israel|No|Day|2|3|--|yehudit.golan@boi.org.il|בנק ישראל|other-open|אחר (פתוח)|רשימת תאגידים בנקאיים בישראל - כתובות וקישורים.
89|377|dataset|2023-03-21|קובץ חשבונות מוגבלים של תאגידים|bank_israel|No|NotConstant|2|4|--|yehudit.golan@boi.org.il|בנק ישראל|other-open|אחר (פתוח)|קובץ חשבונות מוגבלים של תאגידים.
90|379|dataset|2023-03-21|נתונים חודשיים ושיעורי שינוי במדד המשולב|bank_israel|No|NA|2|4|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||נתונים חודשיים ושיעורי שינוי במדד המשולב.
91|381|dataset|2023-03-21|תשואות לפדיון על מק"מ|bank_israel|No|NA|1|1|בנק ישראל|yehudit.golan@boi.org.il|בנק ישראל|||מאגר זה מכיל תשואות לפדיון על מק"מ.
92|408|dataset|2023-03-21|מתקני ספורט בישראל|culture_and_sports|No|NA|2|5|--|danieler@most.gov.il|משרד התרבות והספורט|other-open|אחר (פתוח)|המאגר כולל למעלה מ 6,500 מתקנים בפירוט: כתובת, נ"צ, המפעיל, האם ניתן לשימוש פרטי, נגישות לנכים, חנייה, התאמה לתחרויות בינלאומיות.רשימת מתקני הספורט מתעדכנת מעת לעת במתקנים חדשים.
93|425|dataset|2023-03-21|רשימת מאגרי משרד החינוך|ministry_of_education|No|NA|1|1|משרד החינוך|inbalne@education.gov.il|משרד החינוך|||משרד החינוך מעמיד לרשות הציבור מידע רב בפורטלים, באתרים ובמערכות המשרד.מאגרי המידע של המשרד מפורסמים באוח, פורטל המשרד, בהקשרים המקצועיים שלהם.ברשימה זו ריכוז של מאגרי משרד החינוך עומדים לרשות הקהל הרחב.
94|46|dataset|2023-03-21|חברי פורום מדענים ראשיים|science-and-technology|No|NA|1|1|--|Elas@most.gov.il|משרד החדשנות, המדע והטכנולוגיה|cc-by|Creative Commons Attribution|חברי פורום מדענים ראשיים
95|48|dataset|2023-03-21|סל מדע לרשויות המקומיות|science-and-technology|No|NA|1|2|--|MinhaN@most.gov.il|משרד החדשנות, המדע והטכנולוגיה|||סל מדע לרשויות המקומיות
96|481|dataset|2023-03-21|ארכיון נתונים מטאורולוגיים|meteorological_service|No|Month|14|9|--|meirn@ims.gov.il|השירות המטאורולוגי|other-open|אחר (פתוח)|מאגר הנתונים הרשמי של השירות המטאורולוגי (שמ"ט) מוצג בזה לציבור, באמצעות פורטל השירותים והמידע הממשלתי (Data.Gov), מכיל מגוון נתונים מטאורולוגיים (טמפרטורה, לחות יחסית, לחץ, משקעים, רוח ועוד) מתחנות מדידה שפעלו ברחבי הארץ בתקופות שונות.המאגר מורכב משני חלקים: ארכיון נתונים מטאורולוגיים ומאגר נתונים עשר דקתיים (תחנות אוטומטיות). הנתונים שבארכיון הנתונים המטאורולוגים עברו תהליכי בקרה. עם זאת, מתגלה מדי פעם צורך בעדכונים ובתיקונים נוספים.
97|486|dataset|2023-03-21|מגמות בבטיחות בדרכים 2005-2011|betihut-drahim|No|NoUpdate|9|5|--|liatk@rsa.org.il|הרשות הלאומית לבטיחות בדרכים|||
98|49|dataset|2023-03-21|תמיכות במשלחות|science-and-technology|No|NA|1|1|--|MinhaN@most.gov.il|משרד החדשנות, המדע והטכנולוגיה|||תמיכות במשלחות
99|50|dataset|2023-03-21|תמיכה מצפים ציבוריים 2018|science-and-technology|No|NA|1|0|--|MinhaN@most.gov.il|משרד החדשנות, המדע והטכנולוגיה|||תמיכה מצפים ציבוריים 2018
100|500|dataset|2023-03-21|מאגר תעודות זהות פירות וירקות|ministry_of_agriculture|No|NotConstant|1|6|--|netaor@moag.gov.il|משרד החקלאות ופיתוח הכפר|other-open|אחר (פתוח)|במאגר מרוכז כל המידע בנושא פירות וירקות: הנחיות שימור, פרמטרים לבדיקת איכות פרי או ירק, ערכים תזונתיים ומידע כללי. הערכים התזונתיים נקבעו על ידי משרד החקלאות האמריקאי (USDA) ונלקחו מאתר מועצת הצמחים. הערכים מחושבים לפי 100 גרם תוצרת. ההנחיות לשימור הוכנו על ידי חוקרי המכון לחקר אחסון ואיכות תוצרת חקלאית ומזון.
101|502|dataset|2023-03-21|רשימת מרכזי צלילה|culture_and_sports|No|NA|1|4|--|Adamk@most.gov.il|משרד התרבות והספורט|other-open|אחר (פתוח)|רשימת מוסדות הכשרה - צלילה
102|502-2|dataset|2023-03-21|רשימת מרכזי צלילה באילת|culture_and_sports|No|NA|1|4|--|Adamk@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|רשימת מרכזי צלילה באילת
103|503|dataset|2023-03-21|פריטים מוזאליים|culture_and_sports|No|NA|1|1|--|ShiritK@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|קטלוג דיגיטלי של המוזאונים הרלוונטים
104|504|dataset|2023-03-21|סרטים|culture_and_sports|No|NA|2|1|--|soniael@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|רשימת סרטים והסרטים עצמם
105|506-1|dataset|2023-03-21|רשימת בוחנים בתחום מכוניות - נהיגה ספורטיבית|culture_and_sports|No|NA|1|3|--|yosini@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|רשימת בוחנים בתחום מכוניות - נהיגה ספורטיבית
106|506-2|dataset|2023-03-21|רשימת בוחנים בתחום אופנועים וטרקטורונים - נהיגה ספורטיבית|culture_and_sports|No|NA|1|4|--|Adamk@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|רשימת בוחנים בתחום אופנועים וטרקטורונים - נהיגה ספורטיבית
107|507|dataset|2023-03-21|רשימת מוסדות הכשרה - נהיגה ספורטיבית|culture_and_sports|No|NotConstant|1|3|--|yosini@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|רשימת מוסדות הכשרה - נהיגה ספורטיבית
108|508|dataset|2023-03-21|דרגות רישיון נהיגה ספורטיבית|culture_and_sports|No|NA|1|4|--|yosini@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|דרגות רישיון נהיגה ספורטיבית
109|51|dataset|2023-03-21|סל מדע פרוט לפי חוגים תשעז|science-and-technology|No|NA|1|2|--|MinhaN@most.gov.il|משרד החדשנות, המדע והטכנולוגיה|||סל מדע פרוט לפי חוגים תשעז
110|510|dataset|2023-03-21|מוזאונים מוכרים|culture_and_sports|No|NA|1|3|--|ShiritK@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|רשימת המוזיאונים המוכרים על פי חוק, ומתוקצבים על ידי משרד התרבות והספורט.
111|517|dataset|2023-03-21|רשימת הקורסים והמוסדות המאושרים על פי החוק|culture_and_sports|No|NA|1|5|--|shlomosa@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|כל מוסד/קורס רשומים פרטי הקורס שאושר: מקום הקורס לשיעורים העיוניים והמעשיים, תוקף אישור ההכרה.חשוב לציין כי קורס שתם מועד ההכרה שלו ,אינו חוקי ואין להירשם/להשתתף בקורס זה.
112|518|dataset|2023-03-21|מידעונים למוסדות הכשרה|culture_and_sports|No|NA|1|2|--|ohad.gl@gmail.com|משרד התרבות והספורט|cc-by|Creative Commons Attribution|הודעות ונהלים שונים למוסדות הכשרה בתחום הספורט
113|519|dataset|2023-03-21|תוכניות לימודית להכשרת מדריכים|culture_and_sports|No|NA|2|1|--|shlomosa@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|תוכנית לימודים והנחיות למוסדות להכשרת מדריכים עבור כל ענף ספורט
114|52|dataset|2023-03-21|ההיסטוריה של משרד המדע והטכנולוגיה|science-and-technology|No|NA|1|3|--|Libio@most.gov.il|משרד החדשנות, המדע והטכנולוגיה|cc-by|Creative Commons Attribution|היסטוריה של המשרדמשרד המדע והטכנולוגיה הוקם כמשרד עצמאי בשנת 1982 על ידי פרופ' יובל נאמן ונקרא בתחילה "משרד המדע והפיתוח". לפני הקמת המשרד, היה תחום המדע והטכנולוגיה באחריות "המועצה המדעית" ולאחר מכן באחריות "המועצה הלאומית למחקר ופיתוח" במסגרת משרד ראש הממשלה עד לשנת 1977. משנה זו ועד להקמת המשרד, היה התחום תחת משרד האנרגיה והתשתיות. בין השנים 1999 ל-2009 שונה שמו והגדרת תפקידו של המשרד ל"משרד המדע, התרבות והספורט" ולאחר עשור זה הוחלט על פיצול המשרד המאוחד לשני משרדים נפרדים - משרד המדע והטכנולוגיה ומשרד התרבות והספורט.
115|520|dataset|2023-03-21|תוכניות לימודית להכשרת מאמנים|culture_and_sports|No|NA|1|1|--|shlomosa@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|תוכנית לימודים והנחיות למוסדות להכשרת מאמנים עבור כל ענף ספורט
116|521|dataset|2023-03-21|הכשרת מאמנים - ענפי קרב מוכרים|culture_and_sports|No|NA|1|1|--|shlomosa@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|רשימת ענפי הקרב המוכרים על ידי מנהל הספורט
117|53|dataset|2023-03-21|מנכ"לי משרד המדע לדורותיהם|science-and-technology|No|NA|1|1|--|Libio@most.gov.il|משרד החדשנות, המדע והטכנולוגיה|cc-by|Creative Commons Attribution|מנכ"לי משרד המדע לדורותיהם
118|531|dataset|2023-03-21|שינויי תקציב 2012|mof|No|NA|1|3|משרד האוצר|talid@mof.gov.il|משרד האוצר|||
119|532|dataset|2023-03-21|סל הספורט - מנהלי מחלקות ספורט ברשויות המקומיות|culture_and_sports|No|NA|1|1|--|oferbu@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|רשימת מנהלי מחלקות ספורט ברשויות המקומיות
120|534|dataset|2023-03-21|תקציב וביצוע 2012|mof|No|NA|1|3|משרד האוצר|talid@mof.gov.il|משרד האוצר|||מאגר המכיל נתונים על תקציב וביצוע לשנת 2012.
121|535|dataset|2023-03-21|סל הספורט - סוגי מתקנים|culture_and_sports|No|NA|1|2|--|oferbu@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|סל הספורט - סוגי מתקנים
122|536|dataset|2023-03-21|ספורט הישגי - גיל ספורטאים פעילים בענפי הספורט|culture_and_sports|No|NA|1|3|--|duduma@most.gov.il|משרד התרבות והספורט|cc-by|Creative Commons Attribution|גיל ספורטאים פעילים בענפי הספורט
123|537|dataset|2023-03-21|עולים שעלו משנת 1989 עד 2012 לפי שנות עלייה וחודשי עלייה|ministry_of_immigrant_absorption|No|NA|1|5|המשרד לקליטת עליה|zvie@moia.gov.il|משרד העלייה והקליטה|||
124|538|dataset|2023-03-21|עולים שעלו משנת 1989 עד 2012 לפי שנות עלייה וארצות מוצא עיקריות|ministry_of_immigrant_absorption|No|NA|1|1|משרד לקליטת עליה|zvie@moia.gov.il|משרד העלייה והקליטה|||
